full_name;stars;age_years;releases_count;primary_language;forks_count;open_issues_count;created_at;updated_at
iflytek/astron-agent;10517;0.5;12;Java;1103;57;2025-09-19T08:46:01Z;2026-03-23T00:26:51Z
lipangit/JiaoZiVideoPlayer;10503;10.12;78;Java;2441;275;2016-02-06T11:04:24Z;2026-03-22T16:20:37Z
signalapp/Signal-Server;10453;12.28;0;Java;2442;10;2013-12-09T07:10:36Z;2026-03-22T20:14:21Z
tbruyelle/RxPermissions;10440;10.48;11;Java;1383;100;2015-09-29T13:55:09Z;2026-03-20T03:09:49Z
awsdocs/aws-doc-sdk-examples;10383;9.59;0;Java;5848;141;2016-08-18T19:06:57Z;2026-03-22T07:56:39Z
SonarSource/sonarqube;10352;15.21;70;Java;2170;1;2011-01-05T11:05:17Z;2026-03-22T23:24:06Z
JessYanCoding/MVPArms;10275;9.62;25;Java;2364;48;2016-08-06T08:49:56Z;2026-03-18T22:58:34Z
JingMatrix/LSPosed;10158;2.67;5;Java;642;38;2023-07-20T18:03:30Z;2026-03-22T22:00:04Z
ZCShou/GoGoGo;10093;4.3;8;Java;1154;10;2021-12-03T06:59:39Z;2026-03-22T12:59:40Z
JakeWharton/ViewPagerIndicator;10086;14.63;0;Java;3957;210;2011-08-04T17:13:44Z;2026-03-13T19:04:16Z
stanfordnlp/CoreNLP;10063;12.73;19;Java;2718;182;2013-06-27T21:13:49Z;2026-03-22T14:45:05Z
xuchengsheng/spring-reading;9933;2.52;0;Java;1256;36;2023-09-15T06:42:44Z;2026-03-21T11:24:00Z
happydog-intj/JsBridge;9928;11.07;0;Java;2012;145;2015-02-26T12:10:58Z;2026-03-21T19:47:16Z
wasabeef/glide-transformations;9913;11.2;0;Java;1405;57;2015-01-09T10:33:29Z;2026-03-22T14:18:39Z
googlesamples/easypermissions;9899;10.25;12;Java;1463;40;2015-12-22T18:05:53Z;2026-03-20T16:28:41Z
paascloud/paascloud-master;9885;8.01;0;Java;4260;105;2018-03-17T05:40:43Z;2026-03-22T09:43:32Z
hackware1993/MagicIndicator;9814;9.74;12;Java;1553;187;2016-06-26T08:20:43Z;2026-03-22T10:39:19Z
OpenFeign/feign;9789;12.74;49;Java;1940;234;2013-06-26T23:28:16Z;2026-03-22T22:38:32Z
HarlonWang/AVLoadingIndicatorView;9781;10.41;1;Java;1878;76;2015-10-24T20:18:33Z;2026-03-18T10:52:07Z
lihengming/spring-boot-api-project-seed;9716;8.74;4;Java;3751;112;2017-06-23T10:06:30Z;2026-03-22T08:25:30Z
YoKeyword/Fragmentation;9708;10.08;30;Java;2104;191;2016-02-23T08:54:55Z;2026-03-11T03:12:12Z
spinnaker/spinnaker;9707;11.72;28;Java;1259;141;2014-07-02T19:02:36Z;2026-03-22T12:23:42Z
apache/cassandra;9666;16.84;0;Java;3856;614;2009-05-21T02:10:09Z;2026-03-22T17:11:15Z
perwendel/spark;9664;14.88;0;Java;1568;260;2011-05-05T11:52:05Z;2026-03-20T03:33:06Z
koral--/android-gif-drawable;9663;13.14;63;Java;1788;33;2013-01-30T01:37:46Z;2026-03-19T03:30:56Z
react-native-camera/react-native-camera;9648;10.97;144;Java;3540;141;2015-04-01T00:54:40Z;2026-03-20T13:36:05Z
ksoichiro/Android-ObservableScrollView;9626;11.37;0;Java;2049;178;2014-11-08T14:45:20Z;2026-03-20T04:59:25Z
AutoMQ/automq;9614;2.6;81;Java;675;85;2023-08-17T07:50:13Z;2026-03-22T22:17:54Z
flyway/flyway;9612;13.27;290;Java;1606;244;2012-12-14T18:43:22Z;2026-03-22T10:49:16Z
bilibili/DanmakuFlameMaster;9611;12.61;5;Java;2112;262;2013-08-11T12:18:50Z;2026-03-20T03:09:47Z
seven332/EhViewer;9550;11.85;97;Java;944;198;2014-05-14T12:03:52Z;2026-03-22T13:38:51Z
MyCATApache/Mycat-Server;9544;11.3;7;Java;3825;951;2014-12-04T02:46:54Z;2026-03-21T19:48:34Z
liaohuqiu/android-Ultra-Pull-To-Refresh;9533;11.35;8;Java;2643;173;2014-11-13T03:13:10Z;2026-03-16T08:44:44Z
crossoverJie/cim;9489;7.84;9;Java;2875;41;2018-05-20T15:55:56Z;2026-03-22T05:47:33Z
umano/AndroidSlidingUpPanel;9484;12.81;8;Java;2243;299;2013-05-31T18:33:53Z;2026-03-15T02:59:23Z
spring-projects/spring-security;9471;14.2;249;Java;6252;1275;2012-01-10T21:50:57Z;2026-03-22T02:19:34Z
Justson/AgentWeb;9410;8.86;21;Java;1662;88;2017-05-12T07:45:56Z;2026-03-22T19:26:55Z
json-path/JsonPath;9394;15.16;12;Java;1716;432;2011-01-24T13:19:19Z;2026-03-21T18:57:04Z
pockethub/PocketHub;9380;14.54;1;Java;3424;134;2011-09-08T16:52:50Z;2026-03-18T11:31:33Z
huanghaibin-dev/CalendarView;9369;9.03;1;Java;1846;458;2017-03-11T07:16:09Z;2026-03-18T12:27:04Z
GcsSloop/AndroidNote;9340;10.21;0;Java;2145;52;2016-01-04T23:51:36Z;2026-03-20T19:33:39Z
android/testing-samples;9304;11.44;0;Java;3649;130;2014-10-11T03:51:27Z;2026-03-22T15:49:51Z
apache/jmeter;9284;15.82;10;Java;2271;940;2010-05-26T23:38:07Z;2026-03-22T09:51:59Z
apache/seatunnel;9192;8.63;53;Java;2198;444;2017-08-05T09:14:47Z;2026-03-22T14:24:36Z
cats-oss/android-gpuimage;9157;13.46;0;Java;2306;347;2012-10-04T08:11:58Z;2026-03-21T10:27:39Z
flowable/flowable-engine;9139;9.44;29;Java;2819;392;2016-10-13T07:21:43Z;2026-03-22T05:49:35Z
didi/VirtualAPK;9066;8.73;4;Java;1539;123;2017-06-29T07:25:05Z;2026-03-21T01:59:48Z
HMCL-dev/HMCL;8989;10.75;314;Java;845;418;2015-06-22T08:06:03Z;2026-03-22T17:32:15Z
KunMinX/Jetpack-MVVM-Best-Practice;8950;6.39;0;Java;1651;6;2019-10-31T05:21:01Z;2026-03-22T15:54:43Z
navasmdc/MaterialDesignLibrary;8947;11.47;3;Java;2201;254;2014-09-30T07:37:17Z;2026-03-20T04:59:49Z
Freelander/Android_Data;8917;10.97;0;Java;2024;9;2015-04-04T01:37:44Z;2026-03-21T17:30:57Z
java-native-access/jna;8907;14.9;0;Java;1682;119;2011-04-29T13:30:29Z;2026-03-22T07:39:21Z
checkstyle/checkstyle;8897;12.56;182;Java;4071;941;2013-08-31T02:05:05Z;2026-03-22T22:29:33Z
LSPosed/LSPatch;8896;5.06;9;Java;1070;12;2021-03-01T19:38:36Z;2026-03-22T21:32:52Z
alibaba/spring-ai-alibaba;8857;1.53;18;Java;1951;374;2024-09-09T01:35:50Z;2026-03-22T18:13:29Z
frohoff/ysoserial;8813;11.15;1;Java;1858;47;2015-01-28T07:13:55Z;2026-03-21T18:56:37Z
karatelabs/karate;8807;9.12;55;Java;2023;74;2017-02-07T15:59:17Z;2026-03-22T20:22:54Z
PojavLauncherTeam/PojavLauncher;8796;6.03;126;Java;1899;124;2020-03-11T03:22:54Z;2026-03-22T18:26:29Z
nathanmarz/storm;8790;14.51;0;Java;1651;41;2011-09-17T07:55:13Z;2026-03-14T07:42:13Z
apache/shenyu;8782;7.7;14;Java;3034;156;2018-07-11T08:17:45Z;2026-03-22T14:19:34Z
laobie/StatusBarUtil;8773;10.1;0;Java;1715;112;2016-02-15T03:06:06Z;2026-03-20T03:09:49Z
cabaletta/baritone;8752;7.64;85;Java;1806;939;2018-08-01T15:34:21Z;2026-03-22T18:31:13Z
Blankj/awesome-java-leetcode;8738;8.93;0;Java;1703;13;2017-04-17T15:51:41Z;2026-03-21T11:07:09Z
chrisbanes/Android-PullToRefresh;8665;14.31;0;Java;4652;29;2011-11-29T09:59:56Z;2026-03-20T05:00:36Z
ybq/Android-SpinKit;8653;10.0;0;Java;1320;67;2016-03-20T08:40:51Z;2026-03-20T03:09:50Z
apache/iceberg;8649;7.34;32;Java;3096;588;2018-11-19T16:26:46Z;2026-03-22T22:45:51Z
amitshekhariitbhu/Android-Debug-Database;8644;9.34;14;Java;880;82;2016-11-16T14:20:24Z;2026-03-21T17:31:08Z
react-native-image-picker/react-native-image-picker;8638;10.79;142;Java;2086;336;2015-06-08T20:25:31Z;2026-03-20T23:28:51Z
shwenzhang/AndResGuard;8635;10.44;4;Java;1549;166;2015-10-11T11:48:06Z;2026-03-20T08:30:15Z
testcontainers/testcontainers-java;8613;10.94;91;Java;1810;633;2015-04-12T12:44:59Z;2026-03-21T01:16:27Z
dropwizard/dropwizard;8603;15.17;192;Java;3420;43;2011-01-19T19:52:29Z;2026-03-22T05:19:52Z
airbnb/epoxy;8571;9.62;78;Java;734;312;2016-08-08T23:05:11Z;2026-03-20T04:54:17Z
facebook/buck;8562;12.93;57;Java;1133;226;2013-04-17T18:12:18Z;2026-03-19T17:49:48Z
google/tsunami-security-scanner;8553;5.8;1;Java;919;6;2020-06-03T16:20:00Z;2026-03-20T19:30:31Z
junit-team/junit4;8552;17.19;13;Java;3278;0;2009-01-13T03:41:26Z;2026-03-22T13:51:31Z
chrisjenx/Calligraphy;8551;12.25;4;Java;1085;94;2013-12-20T02:35:45Z;2026-03-22T17:38:22Z
apache/beam;8521;10.13;57;Java;4520;4121;2016-02-02T08:00:06Z;2026-03-22T21:06:15Z
aeron-io/aeron;8519;12.12;139;Java;1016;16;2014-02-07T17:16:58Z;2026-03-22T02:33:19Z
DImuthuUpe/AndroidPdfViewer;8462;9.8;0;Java;2138;744;2016-06-02T20:21:21Z;2026-03-18T10:21:22Z
wildfirechat/im-server;8457;7.16;114;Java;1899;14;2019-01-23T15:21:28Z;2026-03-21T09:37:02Z
hs-web/hsweb-framework;8404;10.17;32;Java;3037;8;2016-01-18T03:51:39Z;2026-03-21T19:46:24Z
roughike/BottomBar;8386;10.02;4;Java;1485;275;2016-03-16T01:31:05Z;2026-03-18T11:07:40Z
pentaho/pentaho-kettle;8322;12.45;1;Java;3584;58;2013-10-08T18:27:11Z;2026-03-22T10:41:50Z
bytedeco/javacv;8301;11.92;14;Java;1619;463;2014-04-21T13:50:26Z;2026-03-22T12:52:02Z
opendataloader-project/opendataloader-pdf;8288;0.86;51;Java;562;38;2025-05-13T05:48:02Z;2026-03-23T00:27:09Z
alibaba/transmittable-thread-local;8271;12.44;58;Java;1725;55;2013-10-13T08:48:33Z;2026-03-19T17:46:49Z
spring-projects/spring-ai;8266;2.74;16;Java;2377;1255;2023-06-27T18:57:29Z;2026-03-22T19:48:24Z
aritraroy/UltimateAndroidReference;8264;8.95;0;Java;1279;13;2017-04-10T07:28:27Z;2026-03-21T17:13:29Z
apache/shardingsphere-elasticjob;8221;10.53;31;Java;3259;124;2015-09-11T11:28:52Z;2026-03-21T09:04:05Z
krahets/LeetCode-Book;8175;4.26;0;Java;881;6;2021-12-17T14:16:02Z;2026-03-22T07:40:47Z
alibaba/atlas;8168;9.06;7;Java;1471;89;2017-02-28T06:31:43Z;2026-03-22T15:11:42Z
alibaba/otter;8133;12.62;10;Java;2477;334;2013-08-09T09:31:22Z;2026-03-19T11:30:13Z
apache/tomcat;8123;14.47;0;Java;5359;27;2011-10-01T07:00:19Z;2026-03-20T13:17:30Z
florent37/MaterialViewPager;8106;10.91;11;Java;1470;183;2015-04-24T17:53:15Z;2026-03-20T04:59:26Z
guolindev/LitePal;8084;13.08;0;Java;1587;99;2013-02-20T03:20:07Z;2026-03-22T04:39:33Z
junixapp/XPopup;8021;7.29;221;Java;1212;171;2018-12-07T06:16:48Z;2026-03-20T06:43:08Z
davemorrissey/subsampling-scale-image-view;8009;12.57;21;Java;1231;49;2013-08-26T16:45:25Z;2026-03-20T00:57:16Z
LaurieWired/GhidraMCP;8007;1.0;5;Java;734;69;2025-03-23T05:36:55Z;2026-03-22T21:36:35Z
Graylog2/graylog2-server;7987;15.85;0;Java;1099;1975;2010-05-17T21:27:02Z;2026-03-22T16:21:49Z
Netflix/SimianArmy;7984;13.71;4;Java;1123;43;2012-07-06T22:00:05Z;2026-03-20T03:36:55Z
gunnarmorling/1brc;7981;2.23;0;Java;2214;41;2023-12-28T09:13:24Z;2026-03-22T17:20:45Z
JakeWharton/hugo;7915;12.32;0;Java;794;60;2013-11-25T09:16:40Z;2026-03-20T04:57:25Z
jeecgboot/jimureport;7891;6.29;33;Java;1840;11;2019-12-05T12:25:59Z;2026-03-22T03:01:53Z
dropwizard/metrics;7851;16.07;142;Java;1795;28;2010-02-26T19:44:42Z;2026-03-22T05:46:29Z
exadel-inc/CompreFace;7846;5.71;11;Java;1076;233;2020-07-06T08:29:43Z;2026-03-22T22:46:24Z
HannahMitt/HomeMirror;7832;10.58;0;Java;655;37;2015-08-23T03:20:08Z;2026-03-20T03:39:01Z
lecho/hellocharts-android;7797;11.44;14;Java;1605;293;2014-10-12T09:12:37Z;2026-03-19T14:37:31Z
ChrisRM/material-theme-jetbrains;7768;10.49;17;Java;444;0;2015-09-23T07:15:04Z;2026-03-22T15:51:53Z
AntennaPod/AntennaPod;7746;13.64;65;Java;1649;321;2012-07-31T10:25:08Z;2026-03-22T19:23:47Z
Tencent/Shadow;7739;6.77;5;Java;1347;67;2019-06-13T10:50:27Z;2026-03-21T13:57:20Z
PowerJob/PowerJob;7714;6.02;51;Java;1369;322;2020-03-16T09:19:55Z;2026-03-20T11:08:35Z
goldze/MVVMHabit;7709;8.67;3;Java;1699;23;2017-07-21T10:38:40Z;2026-03-22T15:54:45Z
MuntashirAkon/AppManager;7674;5.81;76;Java;433;199;2020-05-30T04:08:56Z;2026-03-22T21:33:06Z
trello-archive/RxLifecycle;7671;10.67;22;Java;637;4;2015-07-20T13:32:23Z;2026-03-18T09:23:44Z
vipshop/vjtools;7656;7.81;9;Java;1518;56;2018-05-29T09:07:08Z;2026-03-21T19:48:47Z
mapstruct/mapstruct;7633;13.82;36;Java;1013;501;2012-05-28T12:42:42Z;2026-03-22T09:47:27Z
gedoor/MyBookshelf;7625;7.78;165;Java;1803;226;2018-06-12T03:48:07Z;2026-03-22T09:54:59Z
google/android-classyshark;7597;10.44;17;Java;874;41;2015-10-12T13:40:48Z;2026-03-21T06:53:12Z
FongMi/TV;7585;3.75;0;Java;2312;2;2022-06-22T09:10:23Z;2026-03-23T00:22:02Z
MinecraftForge/MinecraftForge;7555;14.14;0;Java;2795;194;2012-01-30T01:35:01Z;2026-03-22T15:04:28Z
koush/AndroidAsync;7552;13.57;0;Java;1551;355;2012-08-24T07:27:04Z;2026-03-20T12:00:38Z
kaushikgopal/RxJava-Android-Samples;7529;11.66;0;Java;1365;10;2014-07-23T05:13:52Z;2026-03-13T18:48:22Z
kevin-wayne/algs4;7526;10.56;0;Java;2674;25;2015-08-31T09:28:49Z;2026-03-19T00:14:52Z
swagger-api/swagger-core;7520;14.71;129;Java;2249;216;2011-07-05T23:44:11Z;2026-03-22T15:01:36Z
Genymobile/gnirehtet;7493;9.11;12;Java;692;320;2017-02-09T16:01:13Z;2026-03-22T05:30:42Z
yuanguangxin/LeetCode;7491;6.19;0;Java;1869;0;2020-01-11T01:02:02Z;2026-03-19T12:22:36Z
dependency-check/DependencyCheck;7465;13.55;91;Java;1392;218;2012-09-03T20:43:30Z;2026-03-22T16:54:46Z
enso-org/enso;7438;9.26;703;Java;337;614;2016-12-16T17:23:37Z;2026-03-22T21:07:09Z
lenve/VBlog;7431;8.24;0;Java;2903;68;2017-12-26T11:01:55Z;2026-03-22T11:06:44Z
dyc87112/SpringCloud-Learning;7396;9.58;0;Java;2870;23;2016-08-21T03:39:52Z;2026-03-21T19:49:01Z
abel533/Mapper;7386;11.33;11;Java;1613;251;2014-11-21T11:02:10Z;2026-03-21T09:04:24Z
gocd/gocd;7382;12.27;87;Java;980;75;2013-12-13T05:26:16Z;2026-03-22T08:42:30Z
Qihoo360/RePlugin;7350;8.79;19;Java;1557;349;2017-06-08T09:39:09Z;2026-03-19T02:45:12Z
leolin310148/ShortcutBadger;7340;12.35;0;Java;1347;192;2013-11-15T12:51:52Z;2026-03-20T03:09:47Z
square/dagger;7310;13.63;0;Java;3088;63;2012-08-02T23:25:32Z;2026-03-20T07:47:41Z
Bearded-Hen/Android-Bootstrap;7255;12.39;5;Java;1408;31;2013-11-01T15:36:17Z;2026-03-22T14:17:48Z
iflytek/astron-rpa;7251;0.5;5;Java;805;19;2025-09-20T08:51:40Z;2026-03-22T23:28:53Z
Exrick/xmall;7246;8.65;0;Java;2545;45;2017-07-28T01:49:49Z;2026-03-18T12:27:12Z
zhongyi-tong/WeChatLuckyMoney;7245;10.48;20;Java;2201;23;2015-09-30T16:11:20Z;2026-03-20T04:55:52Z
crazycodeboy/TakePhoto;7239;10.63;15;Java;1499;423;2015-08-04T02:05:32Z;2026-03-22T10:21:21Z
pedant/sweet-alert-dialog;7235;11.42;2;Java;1921;161;2014-10-19T09:24:09Z;2026-03-19T16:33:52Z
NanoHttpd/nanohttpd;7212;13.61;3;Java;1724;201;2012-08-10T21:52:42Z;2026-03-21T19:48:50Z
cymcsg/UltimateRecyclerView;7195;11.15;9;Java;1416;181;2015-01-28T02:27:45Z;2026-03-19T02:22:57Z
didi/KnowStreaming;7176;6.01;23;Java;1298;153;2020-03-19T05:13:51Z;2026-03-20T05:49:24Z
wiremock/wiremock;7173;14.45;52;Java;1497;474;2011-10-09T20:27:24Z;2026-03-22T12:00:58Z
Alluxio/alluxio;7171;13.25;61;Java;2950;1039;2012-12-21T17:43:46Z;2026-03-22T07:36:10Z
google/error-prone;7146;11.58;64;Java;786;466;2014-08-21T23:26:50Z;2026-03-21T14:50:19Z
google/agera;7138;10.26;16;Java;630;6;2015-12-17T13:22:58Z;2026-03-22T06:36:52Z
apache/hertzbeat;7135;4.13;7;Java;1261;315;2022-02-04T14:48:56Z;2026-03-22T16:34:23Z
rest-assured/rest-assured;7123;15.42;0;Java;1928;588;2010-10-21T08:35:43Z;2026-03-23T00:20:54Z
h2pl/JavaTutorial;7115;7.89;1;Java;1619;9;2018-05-01T15:57:21Z;2026-03-22T10:52:56Z
traccar/traccar;7103;13.93;69;Java;3174;515;2012-04-16T08:33:49Z;2026-03-22T23:47:51Z
ogaclejapan/SmartTabLayout;7087;11.1;0;Java;1329;125;2015-02-14T11:25:51Z;2026-03-18T08:07:54Z
JakeWharton/ActionBarSherlock;7072;15.04;32;Java;3477;91;2011-03-07T17:28:54Z;2026-03-20T05:00:38Z
CoderLeixiaoshuai/java-eight-part;7061;5.43;0;Java;1059;11;2020-10-16T16:27:04Z;2026-03-22T09:34:00Z
Col-E/Recaf;7058;8.65;170;Java;518;99;2017-07-27T06:01:10Z;2026-03-22T05:45:53Z
naman14/Timber;7051;10.78;5;Java;2144;215;2015-06-12T16:43:55Z;2026-03-20T06:30:03Z
mrniko/netty-socketio;7026;14.19;19;Java;1674;437;2012-01-12T11:43:49Z;2026-03-21T18:57:07Z
NLPchina/elasticsearch-sql;7025;11.58;302;Java;1533;332;2014-08-24T14:26:31Z;2026-03-17T07:10:18Z
junit-team/junit-framework;6991;11.19;107;Java;1661;121;2015-01-11T19:06:10Z;2026-03-22T20:36:19Z
DroidPluginTeam/DroidPlugin;6975;10.57;2;Java;2501;228;2015-08-27T11:14:57Z;2026-03-21T10:06:48Z
alibaba/jvm-sandbox;6961;8.63;13;Java;1588;46;2017-08-03T02:55:31Z;2026-03-21T18:56:53Z
macrozheng/springcloud-learning;6914;6.54;0;Java;2829;0;2019-09-07T02:36:16Z;2026-03-22T09:30:23Z
logisim-evolution/logisim-evolution;6901;11.5;32;Java;909;218;2014-09-19T05:23:24Z;2026-03-22T20:28:20Z
smuyyh/BookReader;6871;9.63;0;Java;1890;40;2016-08-03T05:17:27Z;2026-03-22T07:46:41Z
rabbitmq/rabbitmq-tutorials;6867;15.5;0;Java;3565;4;2010-09-21T11:41:26Z;2026-03-22T18:56:11Z
Meituan-Dianping/walle;6867;9.19;1;Java;1088;108;2017-01-10T03:39:25Z;2026-03-19T06:36:43Z
getActivity/AndroidProject;6866;7.41;18;Java;1412;1;2018-10-23T10:30:55Z;2026-03-21T11:01:23Z
hongyangAndroid/okhttputils;6857;10.6;0;Java;2378;217;2015-08-17T14:53:29Z;2026-03-17T16:11:03Z
vespa-engine/vespa;6830;9.8;269;Java;701;256;2016-06-03T20:54:20Z;2026-03-22T18:29:30Z
guardianproject/haven;6796;9.06;37;Java;747;145;2017-03-01T03:20:03Z;2026-03-22T18:54:11Z
zo0r/react-native-push-notification;6792;10.27;35;Java;2017;159;2015-12-14T19:53:36Z;2026-03-21T09:00:42Z
Angel-ML/angel;6785;8.91;20;Java;1591;136;2017-04-25T05:57:43Z;2026-03-20T08:30:44Z
raphw/byte-buddy;6783;12.32;312;Java;845;29;2013-11-25T19:38:03Z;2026-03-20T17:10:03Z
fuzhengwei/itstack-demo-design;6778;5.84;0;Java;1979;35;2020-05-20T13:45:30Z;2026-03-19T07:14:01Z
527515025/springBoot;6772;9.37;0;Java;3159;87;2016-11-07T02:13:31Z;2026-03-21T19:48:33Z
gzu-liyujiang/AndroidPicker;6771;10.42;58;Java;1501;195;2015-10-21T14:21:16Z;2026-03-22T03:48:02Z
CeuiLiSA/Pixiv-Shaft;6756;6.97;121;Java;226;166;2019-04-01T09:59:09Z;2026-03-22T20:46:25Z
Meituan-Dianping/Leaf;6733;7.28;0;Java;1875;95;2018-12-11T07:41:35Z;2026-03-20T05:37:44Z
markzhai/AndroidPerformanceMonitor;6733;10.18;0;Java;1019;57;2016-01-17T05:23:22Z;2026-03-16T11:43:31Z
648540858/wvp-GB28181-pro;6715;5.35;2;Java;1896;45;2020-11-14T14:16:37Z;2026-03-21T07:17:00Z
zouzg/mybatis-generator-gui;6709;9.87;16;Java;2520;120;2016-05-08T22:39:39Z;2026-03-20T07:34:54Z
quartz-scheduler/quartz;6708;10.04;8;Java;1996;72;2016-03-07T14:05:37Z;2026-03-20T12:44:47Z
getActivity/XXPermissions;6707;7.77;74;Java;889;3;2018-06-15T14:31:29Z;2026-03-20T07:24:30Z
hongyangAndroid/AndroidAutoLayout;6693;10.34;0;Java;1888;132;2015-11-19T02:09:11Z;2026-03-19T03:10:02Z
jOOQ/jOOQ;6681;14.93;117;Java;1229;2129;2011-04-17T10:43:33Z;2026-03-21T19:45:50Z
apache/storm;6674;12.38;7;Java;4053;41;2013-11-05T08:00:14Z;2026-03-22T14:22:02Z
Suwayomi/Suwayomi-Server;6657;5.24;58;Java;351;150;2020-12-23T20:31:38Z;2026-03-22T20:42:25Z
yanzhenjie/AndPermission;6650;9.52;0;Java;1100;176;2016-09-11T05:17:34Z;2026-03-18T10:59:43Z
JesusFreke/smali;6610;13.49;0;Java;1111;144;2012-09-23T19:51:16Z;2026-03-22T06:28:03Z
apache/zeppelin;6607;10.99;0;Java;2818;95;2015-03-25T07:00:06Z;2026-03-20T23:14:04Z
hazelcast/hazelcast;6599;14.0;201;Java;1873;1098;2012-03-21T12:25:18Z;2026-03-23T00:01:38Z
pig-mesh/pig;6594;6.57;20;Java;1076;285;2019-08-26T03:24:53Z;2026-03-21T13:00:52Z
GrenderG/Toasty;6594;9.17;19;Java;800;50;2017-01-18T18:52:41Z;2026-03-21T03:51:42Z
NLPchina/ansj_seg;6545;13.54;3;Java;2290;54;2012-09-05T05:56:24Z;2026-03-22T08:59:51Z
ximsfei/Android-skin-support;6521;9.19;0;Java;1101;103;2017-01-12T15:03:54Z;2026-03-20T03:09:52Z
processing/processing;6498;13.16;48;Java;1477;495;2013-01-24T21:17:22Z;2026-03-22T07:28:39Z
nayuki/QR-Code-generator;6478;9.93;5;Java;1251;12;2016-04-15T02:19:41Z;2026-03-22T14:51:11Z
hibernate/hibernate-orm;6461;15.46;166;Java;3738;124;2010-10-04T16:15:52Z;2026-03-22T14:48:11Z
ArthurHub/Android-Image-Cropper;6432;11.18;32;Java;1371;362;2015-01-15T10:49:37Z;2026-03-20T03:45:28Z
wxiaoqi/Spring-Cloud-Platform;6431;8.82;3;Java;2369;15;2017-05-25T10:35:26Z;2026-03-17T11:42:04Z
vinc3m1/RoundedImageView;6420;13.08;19;Java;1242;0;2013-02-22T01:17:37Z;2026-03-19T14:36:33Z
jetlinks/jetlinks-community;6411;6.22;21;Java;1867;49;2020-01-02T07:27:34Z;2026-03-22T16:44:43Z
AsyncHttpClient/async-http-client;6411;15.04;11;Java;1595;99;2011-03-07T13:41:46Z;2026-03-21T22:31:06Z
gephi/gephi;6407;14.41;19;Java;1599;514;2011-10-22T03:14:46Z;2026-03-21T15:00:51Z
Javen205/IJPay;6405;8.89;24;Java;1480;15;2017-05-02T03:15:32Z;2026-03-22T19:41:25Z
micronaut-projects/micronaut-core;6396;8.04;350;Java;1173;812;2018-03-07T12:05:08Z;2026-03-21T02:35:54Z
freeok/so-novel;6394;3.83;53;Java;511;17;2022-05-23T15:49:36Z;2026-03-22T15:44:57Z
aa112901/remusic;6385;9.99;0;Java;1922;89;2016-03-24T06:20:39Z;2026-03-20T06:06:57Z
apache/flink-cdc;6375;5.65;23;Java;2133;53;2020-07-27T19:23:33Z;2026-03-21T01:20:23Z
joelittlejohn/jsonschema2pojo;6369;12.75;67;Java;1672;236;2013-06-22T22:28:53Z;2026-03-22T15:22:52Z
graphhopper/graphhopper;6363;14.09;46;Java;1894;260;2012-02-18T19:57:38Z;2026-03-23T00:07:48Z
haifengl/smile;6356;11.33;41;Java;1146;6;2014-11-20T16:28:12Z;2026-03-22T01:24:47Z
DerekYRC/mini-spring;6352;5.34;1;Java;1449;32;2020-11-17T11:59:18Z;2026-03-21T07:33:03Z
wasabeef/richeditor-android;6348;10.98;0;Java;1208;223;2015-03-30T16:19:20Z;2026-03-17T08:29:54Z
sshahine/JFoenix;6347;10.54;0;Java;1049;133;2015-09-08T14:04:24Z;2026-03-21T13:19:47Z
amitshekhariitbhu/from-java-to-kotlin;6337;8.84;0;Java;785;10;2017-05-21T11:56:27Z;2026-03-16T22:07:56Z
apache/iotdb;6298;7.32;51;Java;1129;641;2018-11-24T21:29:17Z;2026-03-22T22:30:18Z
lightbend/config;6293;14.29;4;Java;980;240;2011-12-06T08:02:29Z;2026-03-19T11:43:15Z
koush/ion;6265;12.83;0;Java;1027;337;2013-05-22T07:41:23Z;2026-03-20T05:00:02Z
graphql-java/graphql-java;6235;10.71;101;Java;1149;69;2015-07-06T06:52:20Z;2026-03-22T06:33:04Z
apache/incubator-kie-drools;6227;15.09;6;Java;2579;97;2011-02-18T08:37:05Z;2026-03-19T18:36:16Z
ityouknow/spring-cloud-examples;6217;8.9;0;Java;3066;5;2017-04-28T08:48:53Z;2026-03-20T07:08:09Z
auth0/java-jwt;6207;12.04;46;Java;949;16;2014-03-07T15:06:11Z;2026-03-21T19:45:42Z
google/grafika;6161;12.25;1;Java;1479;64;2013-12-19T18:36:53Z;2026-03-18T04:04:59Z
Vedenin/useful-java-links;6153;10.1;0;Java;1205;18;2016-02-13T13:14:52Z;2026-03-21T11:08:12Z
apache/camel;6152;16.84;0;Java;5098;32;2009-05-21T00:25:36Z;2026-03-22T15:05:07Z
alipay/SoloPi;6145;7.02;8;Java;1246;136;2019-03-14T15:32:49Z;2026-03-22T11:43:17Z
LandGrey/SpringBootVulExploit;6124;5.84;0;Java;1320;5;2020-05-20T09:18:44Z;2026-03-20T14:25:01Z
vavr-io/vavr;6124;12.14;22;Java;660;87;2014-01-30T14:07:25Z;2026-03-21T18:08:33Z
obsidiandynamics/kafdrop;6123;6.82;50;Java;892;45;2019-05-27T08:46:56Z;2026-03-21T07:08:22Z
apache/hudi;6120;9.27;33;Java;2471;4012;2016-12-14T15:53:41Z;2026-03-22T16:12:24Z
loks666/get_jobs;6117;2.04;3;Java;776;5;2024-03-07T21:34:58Z;2026-03-22T13:03:08Z
