full_name;stars;age_years;releases_count;primary_language;forks_count;open_issues_count;created_at;updated_at
google/open-location-code;4309;11.47;5;Java;520;50;2014-09-30T18:26:35Z;2026-03-17T07:10:23Z
failsafe-lib/failsafe;4305;10.73;0;Java;309;74;2015-06-30T00:56:39Z;2026-03-20T03:34:58Z
bingoogolapple/BGARefreshLayout-Android;4304;10.82;4;Java;998;96;2015-05-28T16:17:00Z;2026-03-18T12:26:34Z
apache/streampark;4303;6.82;17;Java;1065;300;2019-05-27T05:56:03Z;2026-03-23T00:12:49Z
geoserver/geoserver;4299;14.36;69;Java;2289;31;2011-11-10T19:56:06Z;2026-03-21T20:28:01Z
torakiki/pdfsam;4298;12.49;70;Java;390;127;2013-09-24T11:06:13Z;2026-03-22T09:33:59Z
brianway/java-learning;4290;10.11;0;Java;1190;4;2016-02-09T05:20:58Z;2026-03-21T05:50:52Z
JabRef/jabref;4286;12.03;48;Java;3289;528;2014-03-11T14:48:42Z;2026-03-22T23:55:04Z
alibaba/fastjson2;4283;3.93;61;Java;555;641;2022-04-17T04:27:24Z;2026-03-22T02:47:36Z
bjmashibing/InternetArchitect;4283;6.42;0;Java;2854;29;2019-10-19T16:32:01Z;2026-03-17T07:17:56Z
apache/fory;4282;2.9;65;Java;403;159;2023-04-28T03:57:00Z;2026-03-22T06:46:36Z
mcxiaoke/android-volley;4273;12.84;0;Java;1544;69;2013-05-21T05:35:26Z;2026-03-19T06:13:27Z
camunda/camunda-bpm-platform;4268;13.21;0;Java;1708;0;2013-01-03T10:10:31Z;2026-03-18T13:00:59Z
ongakuer/CircleIndicator;4266;11.64;7;Java;702;32;2014-07-30T14:02:56Z;2026-03-19T14:36:22Z
grantland/android-autofittextview;4263;15.1;1;Java;689;60;2011-02-14T06:00:52Z;2026-03-13T18:53:48Z
aporter/coursera-android;4256;12.21;0;Java;5212;66;2014-01-05T09:55:31Z;2026-03-17T07:12:25Z
microsoft/malmo;4252;9.85;21;Java;609;171;2016-05-17T14:58:40Z;2026-03-21T11:37:52Z
M66B/FairEmail;4249;7.64;2232;Java;683;3;2018-08-02T13:30:25Z;2026-03-21T09:42:43Z
mybatis/spring-boot-starter;4249;10.49;34;Java;1803;20;2015-09-25T13:05:15Z;2026-03-21T04:44:19Z
dromara/hmily;4248;8.48;0;Java;1401;55;2017-09-28T06:29:01Z;2026-03-17T07:14:36Z
nining377/dolby_beta;4247;5.84;37;Java;270;205;2020-05-19T12:13:36Z;2026-03-22T13:56:23Z
zendesk/maxwell;4238;11.11;214;Java;1036;267;2015-02-09T22:06:13Z;2026-03-22T17:21:35Z
jboss-javassist/javassist;4229;12.83;24;Java;721;254;2013-05-24T08:31:32Z;2026-03-22T05:46:30Z
LibrePDF/OpenPDF;4212;9.69;87;Java;694;146;2016-07-11T15:50:34Z;2026-03-21T20:53:35Z
JetBrains/fernflower;4210;11.47;0;Java;725;0;2014-10-03T05:00:15Z;2026-03-22T22:38:37Z
ChadCSong/ShineButton;4204;9.71;2;Java;544;29;2016-07-05T06:32:26Z;2026-03-22T11:54:51Z
aws/aws-sdk-java;4200;16.0;0;Java;2808;1;2010-03-22T23:34:58Z;2026-03-18T07:58:42Z
yhaolpz/FloatWindow;4199;8.35;9;Java;656;101;2017-11-14T14:33:55Z;2026-03-12T03:14:44Z
powermock/powermock;4186;11.82;16;Java;581;462;2014-05-28T07:53:53Z;2026-03-10T10:49:43Z
Jacksgong/JKeyboardPanelSwitch;4184;10.72;14;Java;683;62;2015-07-01T17:42:01Z;2026-03-19T04:29:33Z
hugeterry/CoordinatorTabLayout;4183;9.15;0;Java;582;19;2017-01-27T13:40:28Z;2026-03-18T12:27:02Z
oddfar/campus-imaotai;4182;2.71;11;Java;1373;62;2023-07-07T10:37:13Z;2026-03-21T10:24:08Z
codingapi/tx-lcn;4181;8.36;14;Java;1447;198;2017-11-11T03:34:34Z;2026-03-21T19:48:48Z
syncthing/syncthing-android;4180;12.08;332;Java;514;159;2014-02-22T17:15:19Z;2026-03-21T17:45:57Z
jMonkeyEngine/jmonkeyengine;4175;12.01;80;Java;1164;251;2014-03-20T22:29:28Z;2026-03-22T17:46:42Z
bingoogolapple/BGABanner-Android;4167;11.41;0;Java;779;54;2014-10-25T17:15:18Z;2026-03-20T18:34:27Z
jishenghua/jshERP;4160;9.5;6;Java;1397;95;2016-09-20T04:51:39Z;2026-03-21T13:50:03Z
pedrovgs/AndroidWiFiADB;4160;10.43;8;Java;477;23;2015-10-18T21:58:45Z;2026-03-13T18:45:39Z
googlesamples/mlkit;4158;5.82;1;Java;3092;197;2020-05-28T21:40:38Z;2026-03-22T09:10:27Z
lilishop/lilishop;4135;4.85;3;Java;1010;10;2021-05-14T01:28:51Z;2026-03-21T14:59:31Z
JFormDesigner/FlatLaf;4126;6.59;90;Java;323;86;2019-08-19T10:27:05Z;2026-03-22T05:38:31Z
pqpo/SmartCropper;4125;8.63;13;Java;758;38;2017-08-03T11:08:41Z;2026-03-22T09:04:43Z
lukas-krecan/ShedLock;4117;9.28;0;Java;563;22;2016-12-11T13:53:59Z;2026-03-22T05:48:55Z
bitcoin-wallet/bitcoin-wallet;4111;13.97;0;Java;2275;78;2012-03-31T17:06:47Z;2026-03-20T18:27:32Z
gh0stkey/HaE;4109;5.99;86;Java;302;0;2020-03-24T10:12:50Z;2026-03-20T09:52:16Z
dinuscxj/LoadingDrawable;4108;9.93;0;Java;638;10;2016-04-16T07:33:57Z;2026-03-19T03:08:36Z
DTStack/chunjun;4106;7.97;31;Java;1693;286;2018-04-03T12:44:58Z;2026-03-17T07:15:34Z
alibaba/Tangram-Android;4103;8.98;38;Java;523;72;2017-03-29T13:29:57Z;2026-03-18T08:08:13Z
code4craft/tiny-spring;4088;12.19;0;Java;1805;29;2014-01-10T16:37:57Z;2026-03-22T03:53:56Z
qunarcorp/bistoury;4087;6.64;8;Java;840;77;2019-08-01T07:54:25Z;2026-03-18T15:29:01Z
Manabu-GT/ExpandableTextView;4077;11.85;4;Java;788;45;2014-05-17T19:40:15Z;2026-03-18T12:26:25Z
oblac/jodd;4076;13.54;37;Java;721;2;2012-09-07T20:26:48Z;2026-03-21T19:48:19Z
orhanobut/hawk;4072;11.09;22;Java;397;52;2015-02-19T22:25:23Z;2026-03-13T18:50:34Z
rubensousa/ViewPagerCards;4070;9.59;0;Java;605;15;2016-08-20T15:24:12Z;2026-03-10T21:56:35Z
jetty/jetty.project;4065;14.69;144;Java;1991;291;2011-07-14T01:11:57Z;2026-03-22T05:44:48Z
RipMeApp/ripme;4059;9.2;145;Java;659;530;2017-01-06T17:12:09Z;2026-03-22T17:27:42Z
camunda/camunda;4054;10.0;562;Java;751;2477;2016-03-20T03:38:04Z;2026-03-22T15:14:08Z
knowm/XChange;4048;14.13;0;Java;2007;344;2012-02-02T10:48:28Z;2026-03-22T16:03:38Z
luckybilly/CC;4047;8.33;0;Java;635;29;2017-11-23T16:26:33Z;2026-03-18T12:27:21Z
tronprotocol/java-tron;4045;8.24;82;Java;1632;51;2017-12-26T10:20:38Z;2026-03-22T20:11:26Z
Creators-of-Create/Create;4032;6.68;5;Java;1247;1142;2019-07-18T08:27:10Z;2026-03-22T19:13:43Z
uber/NullAway;4023;8.55;38;Java;331;142;2017-09-01T17:35:57Z;2026-03-23T00:22:40Z
xcltapestry/XCL-Charts;4021;11.78;0;Java;1125;10;2014-06-09T15:44:50Z;2026-03-18T12:26:26Z
oldmanpushcart/greys-anatomy;4020;13.33;0;Java;1204;75;2012-11-21T19:39:35Z;2026-03-20T16:13:40Z
BoltsFramework/Bolts-Android;4019;12.14;11;Java;525;27;2014-01-30T04:58:14Z;2026-03-13T08:12:50Z
jbloch/effective-java-3e-source-code;4014;7.63;0;Java;1980;20;2018-08-03T20:48:35Z;2026-03-21T21:22:44Z
freeplane/freeplane;4012;13.52;56;Java;471;429;2012-09-13T08:55:51Z;2026-03-22T16:57:35Z
awaitility/awaitility;4000;16.16;0;Java;257;88;2010-01-22T15:12:52Z;2026-03-20T12:39:57Z
makovkastar/FloatingActionButton;4000;11.67;0;Java;806;79;2014-07-22T13:29:55Z;2026-03-20T04:59:30Z
NotFound9/interviewGuide;3992;9.92;0;Java;687;14;2016-04-20T07:17:09Z;2026-03-22T07:49:04Z
Yalantis/Phoenix;3991;11.19;1;Java;909;15;2015-01-12T14:11:20Z;2026-03-13T18:41:16Z
lcodecorex/TwinklingRefreshLayout;3991;10.05;0;Java;666;114;2016-03-02T12:11:56Z;2026-03-16T10:49:13Z
Piasy/BigImageViewer;3988;9.37;0;Java;408;38;2016-11-06T09:55:02Z;2026-03-18T22:49:31Z
JeremyLiao/LiveEventBus;3987;7.7;0;Java;569;127;2018-07-11T07:36:59Z;2026-03-20T05:46:20Z
fishercoder1534/Leetcode;3979;9.64;0;Java;1295;22;2016-07-31T05:28:15Z;2026-03-17T07:12:38Z
pingfangushi/screw;3976;5.75;0;Java;730;59;2020-06-21T11:37:06Z;2026-03-22T22:38:03Z
qstumn/BadgeView;3972;9.11;5;Java;543;54;2017-02-08T02:01:39Z;2026-02-06T14:12:30Z
mercyblitz/tech-weekly;3971;7.3;0;Java;711;15;2018-12-03T03:10:52Z;2026-03-20T20:50:15Z
rovo89/XposedInstaller;3971;13.97;0;Java;1519;157;2012-04-02T20:33:05Z;2026-03-17T16:14:38Z
zzhoujay/RichText;3962;10.67;0;Java;563;136;2015-07-21T09:36:01Z;2026-03-20T07:03:43Z
Dimezis/BlurView;3960;9.92;32;Java;372;12;2016-04-21T16:00:07Z;2026-03-22T15:51:24Z
google/bundletool;3959;7.88;65;Java;417;92;2018-05-04T07:24:09Z;2026-03-21T05:48:55Z
shuzijun/leetcode-editor;3957;7.01;59;Java;423;139;2019-03-19T16:32:17Z;2026-03-22T07:13:54Z
mouredev/hello-java;3954;0.99;0;Java;350;2;2025-03-25T11:15:12Z;2026-03-22T23:41:20Z
binIoter/GuideView;3953;9.75;0;Java;657;27;2016-06-19T08:52:25Z;2026-03-13T02:57:36Z
kubernetes-client/java;3953;8.87;57;Java;2093;28;2017-05-08T21:52:58Z;2026-03-20T10:43:39Z
linyiqun/DataMiningAlgorithm;3950;11.19;0;Java;1689;4;2015-01-11T02:50:28Z;2026-03-22T06:19:13Z
promeG/TinyPinyin;3938;10.48;2;Java;495;42;2015-09-30T03:24:50Z;2026-03-21T13:24:31Z
JoanZapata/android-iconify;3934;12.77;0;Java;522;68;2013-06-12T11:42:01Z;2026-03-13T18:53:31Z
rengwuxian/RxJavaSamples;3924;9.99;3;Java;854;22;2016-03-24T13:08:10Z;2026-03-09T04:20:42Z
sofastack/sofa-rpc;3924;7.95;66;Java;1201;40;2018-04-09T03:32:04Z;2026-03-22T05:09:38Z
VaughnVernon/IDDD_Samples;3919;12.95;0;Java;923;36;2013-04-08T22:12:57Z;2026-03-22T02:31:22Z
amirzaidi/Launcher3;3906;8.81;22;Java;655;139;2017-05-30T12:53:32Z;2026-03-22T02:21:17Z
bluelinelabs/Conductor;3902;10.02;36;Java;339;111;2016-03-16T18:42:41Z;2026-03-20T04:55:36Z
databricks/learning-spark;3901;11.76;0;Java;2411;31;2014-06-16T04:47:54Z;2026-03-21T14:25:07Z
shopizer-ecommerce/shopizer;3898;13.33;18;Java;3251;571;2012-11-21T03:42:39Z;2026-03-23T00:17:43Z
JavaNoober/BackgroundLibrary;3895;7.53;13;Java;473;16;2018-09-09T08:52:45Z;2026-03-22T07:32:33Z
Exrick/xboot;3892;7.91;6;Java;1304;16;2018-04-23T14:44:18Z;2026-03-20T09:39:55Z
alibaba/jstorm;3885;12.55;22;Java;1779;226;2013-09-03T03:53:16Z;2026-03-17T07:09:33Z
vipulasri/Timeline-View;3885;10.27;15;Java;643;0;2015-12-15T14:55:04Z;2026-03-20T17:06:54Z
wendux/DSBridge-Android;3878;9.22;2;Java;646;106;2017-01-02T11:58:53Z;2026-03-20T03:09:51Z
react-native-share/react-native-share;3877;10.48;145;Java;974;18;2015-09-30T02:27:34Z;2026-03-20T07:48:15Z
ZHENFENG13/My-Blog;3877;7.05;0;Java;1013;24;2019-03-04T09:17:00Z;2026-03-21T09:26:45Z
RikkaApps/Sui;3860;5.21;21;Java;377;115;2021-01-03T08:26:16Z;2026-03-22T15:10:04Z
timehop/sticky-headers-recyclerview;3857;11.47;0;Java;753;83;2014-10-03T01:57:46Z;2026-03-10T06:06:19Z
watabou/pixel-dungeon;3856;11.66;0;Java;1263;58;2014-07-26T17:34:32Z;2026-03-22T21:31:51Z
yanzhenjie/AndServer;3852;9.77;1;Java;776;145;2016-06-14T00:52:52Z;2026-03-19T03:59:42Z
yacy/yacy_search_server;3850;11.0;0;Java;476;207;2015-03-22T12:54:20Z;2026-03-22T10:57:14Z
MovingBlocks/Terasology;3843;15.05;70;Java;1357;477;2011-03-04T03:49:19Z;2026-03-21T23:38:41Z
RoaringBitmap/RoaringBitmap;3841;12.76;46;Java;588;74;2013-06-17T20:29:23Z;2026-03-19T21:16:01Z
spotbugs/spotbugs;3838;9.38;73;Java;651;468;2016-11-04T22:18:08Z;2026-03-21T20:10:55Z
emanuele-f/PCAPdroid;3838;6.21;68;Java;438;44;2020-01-06T18:11:27Z;2026-03-22T17:55:52Z
uncle-novel/uncle-novel;3830;7.28;1;Java;540;27;2018-12-11T12:15:30Z;2026-03-22T07:02:43Z
MiguelCatalan/MaterialSearchView;3828;10.52;6;Java;615;169;2015-09-14T17:13:46Z;2026-03-15T03:16:44Z
aurelhubert/ahbottomnavigation;3825;10.01;14;Java;677;144;2016-03-17T12:17:56Z;2026-03-16T08:33:04Z
happydog-intj/CircleProgress;3816;11.39;0;Java;914;82;2014-10-30T16:14:42Z;2026-03-19T01:27:34Z
JCTools/JCTools;3809;12.36;19;Java;585;54;2013-11-10T18:04:40Z;2026-03-19T19:46:47Z
sofastack/sofa-jraft;3799;7.05;32;Java;1192;66;2019-03-04T10:13:43Z;2026-03-19T22:58:50Z
blossom-editor/blossom;3794;2.62;19;Java;339;6;2023-08-07T03:02:17Z;2026-03-22T05:53:27Z
sunfusheng/MarqueeView;3792;9.8;0;Java;668;44;2016-06-01T06:50:46Z;2026-03-06T03:55:57Z
mcxtzhang/SwipeDelMenuLayout;3788;9.57;2;Java;646;52;2016-08-25T08:10:45Z;2026-03-21T11:20:53Z
yanzhenjie/NoHttp;3785;10.65;0;Java;850;76;2015-07-29T06:11:12Z;2026-03-18T12:26:36Z
tchiotludo/akhq;3781;7.53;43;Java;764;248;2018-09-09T19:35:39Z;2026-03-22T08:14:48Z
rbmonster/learning-note;3780;5.77;0;Java;667;1;2020-06-15T16:47:25Z;2026-03-20T03:42:28Z
zhpanvip/BannerViewPager;3777;8.98;59;Java;465;14;2017-03-28T09:11:11Z;2026-03-22T15:58:58Z
mpusher/mpush;3774;9.9;9;Java;1454;31;2016-04-28T01:43:19Z;2026-03-18T06:49:47Z
apache/kylin;3766;11.21;2;Java;1515;80;2015-01-03T08:00:05Z;2026-03-19T01:00:27Z
lygttpod/SuperTextView;3765;9.42;39;Java;588;24;2016-10-19T04:06:54Z;2026-03-18T12:26:56Z
CameraKit/blurkit-android;3763;9.37;3;Java;314;38;2016-11-06T03:14:58Z;2026-03-12T08:38:49Z
Ereza/CustomActivityOnCrash;3762;11.72;12;Java;542;7;2014-07-04T19:46:21Z;2026-03-20T06:41:32Z
helidon-io/helidon;3758;7.57;139;Java;596;619;2018-08-27T11:03:52Z;2026-03-21T22:15:38Z
undertow-io/undertow;3746;13.67;18;Java;1059;41;2012-07-19T00:52:44Z;2026-03-19T16:07:28Z
Atmosphere/atmosphere;3746;15.73;19;Java;755;44;2010-06-30T14:26:23Z;2026-03-23T00:22:54Z
roboguice/roboguice;3744;13.61;0;Java;812;147;2012-08-12T20:37:19Z;2026-03-02T04:05:49Z
jtablesaw/tablesaw;3743;10.22;84;Java;655;142;2016-01-01T14:58:28Z;2026-03-20T20:45:43Z
Netflix/maestro;3738;1.93;0;Java;266;28;2024-04-17T01:15:56Z;2026-03-22T00:54:17Z
FCL-Team/FoldCraftLauncher;3730;3.42;145;Java;265;362;2022-10-19T10:12:18Z;2026-03-23T00:16:25Z
andOTP/andOTP;3730;8.71;38;Java;375;198;2017-07-05T11:39:52Z;2026-03-19T18:07:56Z
NotHarshhaa/DevOps-Projects;3729;2.62;0;Java;3726;17;2023-08-09T04:19:38Z;2026-03-22T22:40:22Z
portfolio-performance/portfolio;3729;13.99;264;Java;756;477;2012-03-24T09:43:08Z;2026-03-22T19:05:04Z
coderbruis/JavaSourceCodeLearning;3729;5.8;0;Java;601;6;2020-06-02T13:34:20Z;2026-03-20T07:01:53Z
lihangleo2/ShadowLayout;3728;6.7;32;Java;424;9;2019-07-09T07:17:06Z;2026-03-20T06:40:12Z
ethanhua/Skeleton;3724;8.64;0;Java;457;28;2017-07-30T06:42:39Z;2026-03-18T20:04:37Z
stfalcon-studio/ChatKit;3722;9.13;1;Java;833;132;2017-02-02T09:37:15Z;2026-03-16T08:24:00Z
willowtreeapps/spruce-android;3712;9.07;3;Java;365;1;2017-02-23T20:34:18Z;2026-03-20T03:09:52Z
DataLinkDC/dinky;3711;4.78;32;Java;1327;214;2021-06-09T07:11:26Z;2026-03-21T06:35:27Z
HelloWorld521/Java;3710;9.28;0;Java;1529;83;2016-12-08T14:01:46Z;2026-03-22T07:47:49Z
liuyubobobo/Play-with-Algorithms;3710;9.71;0;Java;1452;0;2016-07-05T18:16:22Z;2026-03-20T20:50:29Z
grpc-ecosystem/grpc-spring;3706;9.22;34;Java;865;172;2016-12-30T09:06:15Z;2026-03-17T14:40:42Z
ByteLegend/ByteLegend;3705;5.13;0;Java;146;45;2021-02-01T10:11:30Z;2026-03-19T06:25:27Z
OpenHFT/Chronicle-Queue;3704;12.8;540;Java;561;33;2013-06-02T15:11:33Z;2026-03-17T17:41:46Z
ryanhoo/StylishMusicPlayer;3701;9.52;0;Java;762;25;2016-09-13T14:38:32Z;2026-03-19T08:26:35Z
dingjikerbo/Android-BluetoothKit;3695;10.45;0;Java;757;115;2015-10-08T09:07:33Z;2026-03-22T14:25:31Z
FasterXML/jackson-databind;3692;14.25;0;Java;1475;181;2011-12-23T07:17:41Z;2026-03-23T00:26:35Z
dromara/liteflow;3692;5.99;0;Java;504;55;2020-03-25T16:49:22Z;2026-03-20T20:43:29Z
IrisShaders/Iris;3689;5.41;140;Java;737;607;2020-10-22T20:21:12Z;2026-03-21T20:19:40Z
apache/incubator-heron;3687;10.49;56;Java;583;408;2015-09-25T16:09:24Z;2026-03-18T12:37:52Z
microservices-patterns/ftgo-application;3687;8.41;0;Java;1399;97;2017-10-23T04:30:04Z;2026-03-22T07:53:19Z
springdoc/springdoc-openapi;3684;6.7;103;Java;587;2;2019-07-11T23:08:20Z;2026-03-22T14:57:24Z
1024-lab/smart-admin;3684;6.35;24;Java;973;25;2019-11-16T02:30:31Z;2026-03-21T12:40:16Z
Mojang/brigadier;3683;11.52;3;Java;408;81;2014-09-15T08:48:24Z;2026-03-21T01:42:26Z
linkedin/databus;3678;13.26;0;Java;737;40;2012-12-17T17:49:17Z;2026-03-22T19:18:12Z
networknt/light-4j;3677;9.53;195;Java;628;14;2016-09-09T22:28:14Z;2026-03-22T19:06:02Z
DependencyTrack/dependency-track;3674;12.68;75;Java;715;1042;2013-07-16T19:16:43Z;2026-03-22T15:48:24Z
Haleydu/Cimoc;3673;5.7;61;Java;236;99;2020-07-09T03:09:02Z;2026-03-22T12:36:18Z
lisawray/groupie;3669;9.55;28;Java;294;69;2016-09-01T20:59:35Z;2026-03-22T19:06:22Z
yangfuhai/ASimpleCache;3665;12.65;0;Java;1233;33;2013-07-28T13:50:59Z;2026-03-20T03:09:47Z
google/rejoiner;3664;8.29;3;Java;135;48;2017-12-06T19:09:53Z;2026-03-19T11:45:41Z
mbechler/marshalsec;3664;8.83;0;Java;682;5;2017-05-22T11:43:57Z;2026-03-21T02:19:13Z
KunMinX/Linkage-RecyclerView;3659;6.92;0;Java;462;4;2019-04-22T04:39:46Z;2026-03-20T11:31:11Z
dropbox/hackpad;3659;10.6;0;Java;520;46;2015-08-14T02:32:17Z;2026-03-19T13:39:37Z
spring-io/initializr;3657;12.79;19;Java;1796;40;2013-06-07T16:02:22Z;2026-03-21T09:04:27Z
anggrayudi/android-hidden-api;3656;10.51;2;Java;651;41;2015-09-16T11:58:33Z;2026-03-18T22:50:41Z
fyhertz/libstreaming;3656;13.14;0;Java;1074;249;2013-01-30T21:24:47Z;2026-03-22T23:31:24Z
apache/tika;3649;16.84;0;Java;915;58;2009-05-21T02:12:11Z;2026-03-21T13:28:57Z
huburt-Hu/NewbieGuide;3645;8.65;20;Java;529;113;2017-07-28T06:54:05Z;2026-03-18T12:27:13Z
TNG/ArchUnit;3636;8.92;43;Java;331;181;2017-04-21T08:39:20Z;2026-03-22T14:53:03Z
fabric8io/kubernetes-client;3633;10.7;131;Java;1507;88;2015-07-09T15:43:13Z;2026-03-21T04:22:24Z
litesuits/android-common;3631;11.81;0;Java;1079;13;2014-05-29T08:08:00Z;2026-03-18T09:23:40Z
spockframework/spock;3624;15.27;28;Java;480;190;2010-12-12T19:02:34Z;2026-03-21T21:33:14Z
PlexPt/chatgpt-java;3619;3.29;24;Java;698;47;2022-12-07T04:55:33Z;2026-03-21T18:16:06Z
alibaba/Alink;3619;7.47;22;Java;794;59;2018-09-30T06:36:11Z;2026-03-19T13:20:30Z
dtinit/data-transfer-project;3609;8.21;61;Java;491;54;2018-01-04T21:27:57Z;2026-03-18T08:04:13Z
rockerhieu/emojicon;3609;12.17;2;Java;814;83;2014-01-18T12:32:38Z;2026-03-13T18:52:29Z
hmkcode/Android;3607;12.55;0;Java;3391;78;2013-09-02T16:12:28Z;2026-03-19T14:30:51Z
googlemaps/android-maps-utils;3602;12.85;63;Java;1544;54;2013-05-17T00:08:48Z;2026-03-21T19:05:44Z
cSploit/android;3592;11.46;33;Java;1141;390;2014-10-04T05:53:29Z;2026-03-22T11:25:00Z
termux/termux-api;3587;10.72;53;Java;753;282;2015-07-03T00:57:59Z;2026-03-23T00:01:21Z
apache/logging-log4j2;3587;12.77;17;Java;1710;218;2013-06-12T07:00:19Z;2026-03-22T23:10:32Z
tyrantgit/ExplosionField;3586;10.49;0;Java;570;25;2015-09-23T11:34:50Z;2026-03-20T04:57:55Z
oasisfeng/island;3586;9.91;50;Java;253;461;2016-04-23T11:30:18Z;2026-03-22T10:16:35Z
WVector/AppUpdate;3584;8.76;3;Java;742;87;2017-06-19T09:38:42Z;2026-03-21T19:49:53Z
vert-x3/vertx-examples;3584;11.07;0;Java;2053;46;2015-02-24T17:42:44Z;2026-03-21T00:07:37Z
kikoso/android-stackblur;3582;12.6;0;Java;648;13;2013-08-15T14:44:32Z;2026-03-16T08:23:52Z
Nekogram/Nekogram;3574;2.53;46;Java;164;33;2023-09-10T07:07:51Z;2026-03-22T21:50:24Z
davideas/FlexibleAdapter;3570;10.89;31;Java;556;52;2015-05-02T22:00:43Z;2026-03-16T08:27:36Z
dongjunkun/DropDownMenu;3569;10.75;2;Java;781;57;2015-06-23T07:43:56Z;2026-03-20T06:06:50Z
AxonFramework/AxonFramework;3568;14.3;149;Java;836;230;2011-12-02T16:04:42Z;2026-03-22T13:46:28Z
LinShunKang/MyPerf4J;3566;8.03;25;Java;558;4;2018-03-11T09:58:44Z;2026-03-18T03:52:53Z
JakeWharton/ThreeTenABP;3560;10.72;0;Java;135;4;2015-07-03T17:35:09Z;2026-03-13T05:50:40Z
code4craft/netty-learning;3554;12.5;0;Java;1186;3;2013-09-19T02:24:25Z;2026-03-18T15:26:20Z
bilibili/MagicaSakura;3552;9.74;3;Java;460;25;2016-06-23T07:54:59Z;2026-03-10T03:31:24Z
dariuszseweryn/RxAndroidBle;3549;10.13;60;Java;591;61;2016-02-04T13:42:02Z;2026-03-19T14:36:46Z
immutables/immutables;3548;12.71;21;Java;293;440;2013-07-07T13:48:23Z;2026-03-22T17:04:10Z
Netflix/concurrency-limits;3541;8.28;103;Java;326;52;2017-12-11T19:32:41Z;2026-03-22T22:48:10Z
johncarl81/parceler;3538;12.72;0;Java;272;33;2013-07-03T02:53:01Z;2026-03-22T10:07:15Z
arimorty/floatingsearchview;3535;10.33;0;Java;658;77;2015-11-22T02:38:32Z;2026-03-13T18:37:54Z
spring-cloud/spring-cloud-kubernetes;3532;9.27;39;Java;1051;23;2016-12-13T21:36:25Z;2026-03-18T18:31:57Z
luontola/retrolambda;3527;12.67;0;Java;226;28;2013-07-20T07:25:22Z;2026-03-22T03:53:56Z
Guardsquare/proguard;3527;6.99;36;Java;479;187;2019-03-27T16:35:35Z;2026-03-22T07:25:37Z
andremion/Music-Player;3523;9.88;2;Java;699;3;2016-05-06T21:55:37Z;2026-03-17T07:12:19Z
M66B/NetGuard;3522;10.41;165;Java;297;1;2015-10-24T17:59:20Z;2026-03-21T14:27:28Z
rom1v/sndcpy;3517;5.78;2;Java;323;178;2020-06-09T19:36:57Z;2026-03-21T04:29:13Z
lenve/JavaEETest;3514;9.27;0;Java;2792;68;2016-12-13T02:13:58Z;2026-03-13T02:10:34Z
eclipse-openj9/openj9;3509;8.57;57;Java;786;3031;2017-08-25T13:46:07Z;2026-03-20T20:58:34Z
lsjwzh/RecyclerViewPager;3506;11.18;10;Java;661;124;2015-01-17T18:30:34Z;2026-03-14T07:36:17Z
nytimes/Store;3504;9.31;0;Java;305;41;2016-11-29T20:17:11Z;2026-03-10T13:56:04Z
nageoffer/12306;3502;2.81;0;Java;341;11;2023-05-30T04:08:28Z;2026-03-22T15:37:14Z
baoyongzhang/SwipeMenuListView;3501;11.58;2;Java;1259;137;2014-08-24T15:40:45Z;2026-03-11T08:26:54Z
codeestX/GeekNews;3500;9.62;0;Java;821;50;2016-08-07T14:56:56Z;2026-03-10T02:04:09Z
Aefyr/SAI;3494;7.27;45;Java;308;2;2018-12-14T19:22:27Z;2026-03-22T21:34:57Z
apache/incubator-kie-optaplanner;3491;15.1;6;Java;970;20;2011-02-15T19:38:23Z;2026-03-22T16:38:57Z
KingJA/LoadSir;3486;8.55;6;Java;507;24;2017-09-02T08:32:15Z;2026-03-20T06:41:34Z
Athou/commafeed;3479;13.0;66;Java;399;45;2013-03-20T19:32:09Z;2026-03-22T17:11:43Z
getActivity/Toaster;3479;7.51;38;Java;426;2;2018-09-16T05:28:57Z;2026-03-22T16:53:37Z
phodal/migration;3475;6.2;0;Java;569;0;2020-01-08T02:11:38Z;2026-03-21T06:28:55Z
ittianyu/BottomNavigationViewEx;3474;9.36;19;Java;555;58;2016-11-12T08:39:38Z;2026-03-22T15:58:49Z
